CybORG v2.1, Scenario2, Commit Hash: 7c95856cff329e902d98674a05b87800003f2f3f
author: test, team: test, technique: test
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -178.87099999999995, standard deviation 75.92989229838562
actions: [('Remove Op_Host0', 'DiscoverRemoteSystems 10.0.221.144/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.221.150'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.221.150'), ('Remove User2', 'PrivilegeEscalate User2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.169.81'), ('Analyse User3', 'ExploitRemoteService 10.0.169.81'), ('Analyse Defender', 'PrivilegeEscalate Enterprise1'), ('Remove Defender', 'DiscoverRemoteSystems 10.0.169.80/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.169.87'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.169.87'), ('DecoyApache User4', 'PrivilegeEscalate Enterprise2'), ('Analyse User3', 'DiscoverNetworkServices 10.0.33.90'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.33.90'), ('DecoyApache User1', 'PrivilegeEscalate Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0')], total reward: -224.79999999999993
actions: [('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.12.176/28'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.12.188'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.12.188'), ('Analyse User3', 'PrivilegeEscalate User4'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.117.125'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.117.125'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.117.112/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.117.126'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.117.126'), ('DecoyApache User4', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.218.215'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.218.215'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse User2', 'DiscoverRemoteSystems 10.0.150.240/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.150.245'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.150.245'), ('DecoyApache User4', 'PrivilegeEscalate User2'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.44.120'), ('DecoyApache User1', 'ExploitRemoteService 10.0.44.120'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.150.245'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate User2'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.44.120'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.44.120'), ('Analyse User4', 'ExploitRemoteService 10.0.150.245'), ('Analyse Enterprise1', 'PrivilegeEscalate User2'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.44.120'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.44.120'), ('Remove User4', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.44.112/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.44.123'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.44.123'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.44.120'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.150.245'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User2'), ('Remove User3', 'DiscoverNetworkServices 10.0.44.120'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.44.120'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.150.245'), ('Analyse User3', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.44.120'), ('Monitor', 'ExploitRemoteService 10.0.44.120'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'DiscoverRemoteSystems 10.0.44.112/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.44.123')], total reward: -19.8
actions: [('DecoyApache User4', 'DiscoverRemoteSystems 10.0.129.16/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.129.26'), ('Remove User2', 'ExploitRemoteService 10.0.129.26'), ('DecoyApache User3', 'PrivilegeEscalate User4'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.160.233'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.160.233'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.160.224/28'), ('Analyse User0', 'DiscoverNetworkServices 10.0.160.238'), ('DecoyApache User1', 'ExploitRemoteService 10.0.160.238'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'DiscoverNetworkServices 10.0.153.60'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.153.60'), ('DecoyApache User2', 'ExploitRemoteService 10.0.160.238'), ('Analyse Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.153.60'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.153.60'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.160.238'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Analyse User1', 'DiscoverNetworkServices 10.0.153.60'), ('Remove User1', 'ExploitRemoteService 10.0.153.60'), ('Remove User2', 'ExploitRemoteService 10.0.160.238'), ('Remove User1', 'PrivilegeEscalate Enterprise2'), ('Monitor', 'DiscoverNetworkServices 10.0.153.60'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.153.60'), ('Monitor', 'ExploitRemoteService 10.0.160.238'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.153.60'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.153.60'), ('DecoyApache User4', 'ExploitRemoteService 10.0.160.238')], total reward: -46.80000000000002
actions: [('DecoyApache User4', 'DiscoverRemoteSystems 10.0.52.160/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.52.169'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.52.169'), ('DecoyFemitter User4', 'PrivilegeEscalate User4'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.205.125'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.205.125'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.205.112/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.205.126'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.205.126'), ('Monitor', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.12.174'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.12.174'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.165.144/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.165.145'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.165.145'), ('Sleep', 'PrivilegeEscalate User1'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.226.110'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.226.110'), ('DecoyFemitter User0', 'PrivilegeEscalate Enterprise1'), ('Analyse User0', 'DiscoverRemoteSystems 10.0.226.96/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.226.107'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.226.107'), ('Analyse Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.60.42'), ('Analyse User2', 'ExploitRemoteService 10.0.60.42'), ('Analyse User4', 'ExploitRemoteService 10.0.226.107'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.60.42'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.60.42'), ('Remove User2', 'PrivilegeEscalate Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0')], total reward: -179.79999999999995
actions: [('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.170.80/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.170.93'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.170.93'), ('DecoyApache Enterprise1', 'PrivilegeEscalate User2'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.186.161'), ('Analyse User0', 'ExploitRemoteService 10.0.186.161'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise1'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.186.160/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.186.169'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.186.169'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.187.218'), ('Analyse User3', 'ExploitRemoteService 10.0.187.218'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.186.169'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.187.218'), ('Analyse User1', 'ExploitRemoteService 10.0.187.218'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.186.169'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.187.218'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.187.218'), ('Remove Op_Host2', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0')], total reward: -135.79999999999998
actions: [('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.251.48/28'), ('Remove User3', 'DiscoverNetworkServices 10.0.251.55'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.251.55'), ('Monitor', 'PrivilegeEscalate User2'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.20.179'), ('Remove User0', 'ExploitRemoteService 10.0.20.179'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.20.176/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.20.177'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.20.177'), ('Analyse User3', 'PrivilegeEscalate Enterprise2'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.45.99'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.45.99'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.20.177'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.45.99'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.45.99'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.20.177'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.45.99'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.45.99'), ('Remove User4', 'ExploitRemoteService 10.0.20.177'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.45.99'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.45.99'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.20.177'), ('Analyse User0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.45.99'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.45.99'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.20.177')], total reward: -46.70000000000002
actions: [('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.83.144/28'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.83.155'), ('DecoyApache User2', 'ExploitRemoteService 10.0.83.155'), ('Analyse Op_Host0', 'PrivilegeEscalate User4'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.29.155'), ('Analyse User2', 'ExploitRemoteService 10.0.29.155'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.29.144/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.29.145'), ('Analyse User1', 'ExploitRemoteService 10.0.29.145'), ('Analyse User0', 'PrivilegeEscalate Enterprise2'), ('Remove User3', 'DiscoverNetworkServices 10.0.48.181'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.48.181'), ('DecoyApache User4', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.39.80/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.39.86'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.39.86'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User4'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.194.6'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.194.6'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.194.0/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.194.3'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.194.3'), ('Remove Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.154.242'), ('Analyse Defender', 'ExploitRemoteService 10.0.154.242'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.194.3'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.154.242'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.154.242'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.194.3'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.154.242'), ('DecoyApache User1', 'ExploitRemoteService 10.0.154.242'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.194.3'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.154.242'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.154.242'), ('Analyse Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0')], total reward: -91.8
actions: [('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.34.240/28'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.34.246'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.34.246'), ('Sleep', 'PrivilegeEscalate User1'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.194.245'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.194.245'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise1'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.194.240/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.194.246'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.194.246'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Analyse User4', 'DiscoverNetworkServices 10.0.167.178'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.167.178'), ('Analyse Defender', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0')], total reward: -223.79999999999993
