CybORG v2.1, Scenario2, Commit Hash: 26ce1c1253fa9e2e73f25e6a7f2da32860c11257
author: test, team: tewst, technique: test
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -158.95099999999996, standard deviation 85.66220539615664
actions: [('Monitor', 'DiscoverRemoteSystems 10.0.180.0/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.180.2'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.180.2'), ('Monitor', 'PrivilegeEscalate User2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.210.17'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.210.17'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.180.2'), ('DecoyFemitter User0', 'PrivilegeEscalate User2'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.210.17'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.210.17'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.180.2'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User2'), ('Remove Defender', 'DiscoverNetworkServices 10.0.210.17'), ('DecoyApache User4', 'ExploitRemoteService 10.0.210.17'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.180.2'), ('Analyse User2', 'PrivilegeEscalate User2'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.210.17'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.210.17'), ('Analyse Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.210.16/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.210.20'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.210.20'), ('Remove User0', 'ExploitRemoteService 10.0.210.17'), ('Analyse User4', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.210.16/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.210.20'), ('Sleep', 'ExploitRemoteService 10.0.210.20'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.210.17'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.180.2'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User2')], total reward: -14.799999999999997
actions: [('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.131.144/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.131.155'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.131.155'), ('DecoyApache Op_Host0', 'PrivilegeEscalate User1'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.111.12'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.111.12'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.131.155'), ('Analyse Op_Server0', 'PrivilegeEscalate User1'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.111.12'), ('Analyse Defender', 'ExploitRemoteService 10.0.111.12'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.111.0/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.111.6'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.111.6'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.41.81'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.41.81'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.111.6'), ('Remove User4', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.41.81'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.41.81'), ('Analyse User4', 'ExploitRemoteService 10.0.111.6'), ('Analyse User0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.41.81'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.41.81'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.111.6'), ('Analyse User3', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.41.81'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.41.81'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.111.6')], total reward: -38.80000000000001
actions: [('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.11.128/28'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.11.138'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.11.138'), ('DecoyFemitter User4', 'PrivilegeEscalate User2'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.53.226'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.53.226'), ('Analyse Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'DiscoverRemoteSystems 10.0.53.224/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.53.235'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.53.235'), ('Remove User0', 'PrivilegeEscalate Enterprise2'), ('Remove User0', 'DiscoverNetworkServices 10.0.151.135'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.151.135'), ('DecoyFemitter Defender', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.147.32/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.147.43'), ('Sleep', 'ExploitRemoteService 10.0.147.43'), ('DecoyApache User0', 'PrivilegeEscalate User1'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.38.194'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.38.194'), ('Analyse User1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User0', 'DiscoverRemoteSystems 10.0.38.192/28'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.38.196'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.38.196'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Remove User0', 'DiscoverNetworkServices 10.0.254.122'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.254.122'), ('DecoyApache User3', 'ExploitRemoteService 10.0.38.196'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.38.194'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.38.192/28'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.38.196'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.38.196'), ('Analyse User2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.254.122'), ('DecoyApache User0', 'ExploitRemoteService 10.0.254.122'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.38.196'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.38.194'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise1'), ('Analyse User0', 'DiscoverRemoteSystems 10.0.38.192/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.38.196'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.38.196'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.38.194'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise1')], total reward: -46.80000000000002
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.63.80/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.63.87'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.63.87'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.20.249'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.20.249'), ('DecoyApache Enterprise2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise0', 'DiscoverRemoteSystems 10.0.20.240/28'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.20.245'), ('Remove User0', 'ExploitRemoteService 10.0.20.245'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.116.157'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.116.157'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.20.245'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.116.157'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.116.157'), ('Remove User2', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0')], total reward: -179.69999999999996
actions: [('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.146.160/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.146.166'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.146.166'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Monitor', 'DiscoverNetworkServices 10.0.70.44'), ('DecoyApache User0', 'ExploitRemoteService 10.0.70.44'), ('Analyse Defender', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User2', 'DiscoverRemoteSystems 10.0.70.32/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.70.34'), ('Remove User3', 'ExploitRemoteService 10.0.70.34'), ('DecoyFemitter User0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.73.220'), ('Remove User0', 'ExploitRemoteService 10.0.73.220'), ('Analyse Op_Host1', 'PrivilegeEscalate Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Defender', 'DiscoverRemoteSystems 10.0.202.0/28'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.202.14'), ('Analyse Defender', 'ExploitRemoteService 10.0.202.14'), ('Analyse User0', 'PrivilegeEscalate User4'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.114.142'), ('Remove Defender', 'ExploitRemoteService 10.0.114.142'), ('Analyse Op_Host2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User3', 'DiscoverRemoteSystems 10.0.114.128/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.114.129'), ('Monitor', 'ExploitRemoteService 10.0.114.129'), ('Remove Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.155.204'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.155.204'), ('Analyse User3', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse User3', 'DiscoverRemoteSystems 10.0.193.160/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.193.170'), ('DecoyApache User3', 'ExploitRemoteService 10.0.193.170'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User4'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.192.132'), ('Remove Defender', 'ExploitRemoteService 10.0.192.132'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.192.128/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.192.138'), ('DecoyApache User0', 'ExploitRemoteService 10.0.192.138'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.192.132'), ('Analyse User0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User3', 'DiscoverRemoteSystems 10.0.192.128/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.192.138'), ('Analyse User4', 'ExploitRemoteService 10.0.192.138'), ('DecoyFemitter User0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.221.93'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.221.93'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.192.138'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.221.93'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.221.93'), ('Remove Enterprise2', 'PrivilegeEscalate Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0')], total reward: -119.79999999999998
actions: [('Analyse User2', 'DiscoverRemoteSystems 10.0.76.160/28'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.76.161'), ('Analyse User4', 'ExploitRemoteService 10.0.76.161'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User1'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.182.65'), ('DecoyApache User4', 'ExploitRemoteService 10.0.182.65'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.182.64/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.182.68'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.182.68'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.152.186'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.152.186'), ('Analyse User4', 'PrivilegeEscalate Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.35.80/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.35.93'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.35.93'), ('Monitor', 'PrivilegeEscalate User3'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.39.3'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.39.3'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.35.93'), ('DecoyFemitter User1', 'PrivilegeEscalate User3'), ('Monitor', 'DiscoverNetworkServices 10.0.39.3'), ('DecoyApache User1', 'ExploitRemoteService 10.0.39.3'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.35.93'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User3'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.39.3'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.39.3'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.35.93'), ('DecoyApache Op_Host0', 'PrivilegeEscalate User3'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.39.3'), ('Remove Defender', 'ExploitRemoteService 10.0.39.3'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.35.93'), ('Remove User0', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.39.3'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.39.3'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.39.0/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.39.7'), ('Remove User2', 'ExploitRemoteService 10.0.39.7'), ('Remove User3', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.180.28'), ('DecoyApache User4', 'ExploitRemoteService 10.0.180.28'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Op_Server0')], total reward: -15.799999999999999
actions: [('Remove Op_Host0', 'DiscoverRemoteSystems 10.0.61.224/28'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.61.230'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.61.230'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User2'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.25.234'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.25.234'), ('Remove Op_Host2', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'DiscoverRemoteSystems 10.0.25.224/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.25.228'), ('Analyse User3', 'ExploitRemoteService 10.0.25.228'), ('Remove User0', 'ExploitRemoteService 10.0.25.234'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host1', 'DiscoverRemoteSystems 10.0.25.224/28'), ('Monitor', 'DiscoverNetworkServices 10.0.25.228'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.25.228'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.25.234'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User3', 'DiscoverRemoteSystems 10.0.25.224/28'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.25.228'), ('Monitor', 'ExploitRemoteService 10.0.25.228'), ('Analyse User2', 'ExploitRemoteService 10.0.25.234'), ('Remove User3', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'DiscoverRemoteSystems 10.0.25.224/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.25.228'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.25.228'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Remove User4', 'DiscoverNetworkServices 10.0.200.220'), ('Analyse User2', 'ExploitRemoteService 10.0.200.220'), ('Remove Enterprise1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0')], total reward: -44.80000000000001
